Maximum,60.2,@,No.1980,,,,,,
2171,90.5,gf,3.454,mm,OK,--,3:15:22 PM,4/11/2026,
2172,90.6,gf,3.455,mm,OK,--,3:15:22 PM,4/11/2026,
2173,91.4,gf,3.457,mm,OK,--,3:15:22 PM,4/11/2026,
2174,92.2,gf,3.459,mm,OK,--,3:15:22 PM,4/11/2026,
2175,92.6,gf,3.460,mm,OK,--,3:15:22 PM,4/11/2026,
2176,92.2,gf,3.462,mm,OK,--,3:15:22 PM,4/11/2026,
2177,92.7,gf,3.463,mm,OK,--,3:15:22 PM,4/11/2026,
2178,92.5,gf,3.465,mm,OK,--,3:15:22 PM,4/11/2026,
2179,93.2,gf,3.467,mm,OK,--,3:15:22 PM,4/11/2026,
2180,93.3,gf,3.468,mm,OK,--,3:15:22 PM,4/11/2026,
2181,93.9,gf,3.470,mm,OK,--,3:15:22 PM,4/11/2026,
2182,94.3,gf,3.471,mm,OK,--,3:15:22 PM,4/11/2026,
2183,95.1,gf,3.473,mm,OK,--,3:15:22 PM,4/11/2026,
2184,95.5,gf,3.475,mm,OK,--,3:15:22 PM,4/11/2026,
2185,95.2,gf,3.476,mm,OK,--,3:15:22 PM,4/11/2026,
2186,96.0,gf,3.478,mm,OK,--,3:15:22 PM,4/11/2026,
2187,96.3,gf,3.479,mm,OK,--,3:15:22 PM,4/11/2026,
2188,95.7,gf,3.481,mm,OK,--,3:15:22 PM,4/11/2026,
2189,96.7,gf,3.482,mm,OK,--,3:15:22 PM,4/11/2026,
2190,97.0,gf,3.484,mm,OK,--,3:15:22 PM,4/11/2026,
2191,97.5,gf,3.486,mm,OK,--,3:15:22 PM,4/11/2026,
2192,97.6,gf,3.487,mm,OK,--,3:15:22 PM,4/11/2026,
2193,97.9,gf,3.489,mm,OK,--,3:15:22 PM,4/11/2026,
2194,98.4,gf,3.490,mm,OK,--,3:15:22 PM,4/11/2026,
2195,98.0,gf,3.492,mm,OK,--,3:15:22 PM,4/11/2026,
2196,98.4,gf,3.494,mm,OK,--,3:15:22 PM,4/11/2026,
2197,99.6,gf,3.495,mm,OK,--,3:15:22 PM,4/11/2026,
2198,99.5,gf,3.497,mm,OK,--,3:15:22 PM,4/11/2026,
2199,99.6,gf,3.498,mm,OK,--,3:15:22 PM,4/11/2026,
2200,99.7,gf,3.500,mm,OK,--,3:15:22 PM,4/11/2026,
